lc_code,inst,faculty,dept
30102788,"Institut Seni Budaya Indonesia","Fakultas Budaya dan Media","Prodi S1 Antropologi Budaya Jurusan 1"
30102789,"Politeknik Negeri Banjarmasin","Jurusan Teknik Elektro","D3 Elektronika"
30102793,"Universitas Sriwijaya","Fakultas Fakultas Kesehatan Masyarakat","Program Studi S1 Kesehatan Masyarakat 5"
30102794,"Politeknik Negeri Nusa Utara","Jurusan Teknologi Perikanan dan Kebaharian","Program Studi D3 Teknologi Penangkapan Ikan"
30102798,"Politeknik Negeri Kupang","Jurusan Teknik Mesin",NULL
30102800,"Universitas Cenderawasih","Fakultas Matematika dan Ilmu Pengetahuan Alam","Prodi S1 2"
30102802,"Politeknik Negeri Padang","Jurusan Akuntansi",NULL
30102807,"Politeknik Negeri Media Kreatif","Jurusan Teknik Grafika","Program Studi D3 Teknik Grafika Kampus Medan- Jurusan Teknik Grafika"
30102808,"Universitas Sultan Ageng","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan S1 Pendidikan Guru 2"
30102810,"Universitas Tadulako","Fakultas Kewarganegaraan","Prodi S1 Pendidikan Pancasila dan 3"
30102829,"Politeknik Negeri Medan","Jurusan Teknik Komputer dan Informatika",NULL
30102831,"Politeknik Negeri Medan","Jurusan Akuntansi",NULL
30102835,"Politeknik Manufaktur Negeri Bangka Belitung","Jurusan Rekayasa Elektro",NULL
30102836,"Politeknik Manufaktur Negeri Bangka Belitung","Jurusan Rekayasa Mesin",NULL
30102837,"Politeknik Negeri Batam",NULL,"Unit Penunjang Akademik Teknologi Informasi dan Komunikasi"
30102839,"Politeknik Negeri Batam","Jurusan Manajemen Bisnis","D3 Akuntansi"
30102841,"Politeknik Negeri Batam","Jurusan Manajemen Bisnis","D4 Adminisnistrasi Bisnis Terapan"
30102843,"Politeknik Negeri Batam","Jurusan Teknik Elektro","D4 Teknologi Rekayasa Elektronika"
30102844,"Politeknik Negeri Batam","Jurusan Teknik Elektro","D4 Teknik Mekatronika"
30102845,"Politeknik Negeri Batam","Jurusan Teknik Elektro","D3 Teknik Elektronika Manufaktur"
30102846,"Politeknik Negeri Batam","Jurusan Teknik Elektro","D4 Teknik Robotika"
30102847,"Politeknik Negeri Batam","Jurusan Teknik Elektro","D3 Teknik Instrumentasi"
30102848,"Politeknik Negeri Batam","Jurusan Teknik Mesin",NULL
30102849,"Politeknik Negeri Batam","Jurusan Teknik Mesin","D4 Teknologi Rekayasa Konstruksi Perkapalan"
30102850,"Politeknik Negeri Batam","Jurusan Teknik Mesin","D3 Teknik Perawatan Pesawat Udara"
30102851,"Politeknik Negeri Batam","Jurusan Teknik Mesin","D3 Teknik Mesin"
30102852,"Politeknik Negeri Batam","Jurusan Teknik Informatika",NULL
30102853,"Politeknik Negeri Batam","Jurusan Teknik Informatika","D4 Teknologi Rekayasa Multimedia"
30102854,"Politeknik Negeri Batam","Jurusan Teknik Informatika","D3 Teknologi Geomatika"
30102855,"Politeknik Negeri Batam","Jurusan Teknik Informatika","D3 Teknik Informatika"
30102856,"Politeknik Negeri Batam","Bagian Administrasi Akademik dan Kemahasiswaan",NULL
30102858,"Politeknik Negeri Batam","Bagian Perencanaan Keuangan dan Umum",NULL
30102859,"Politeknik Negeri Batam","Bagian Perencanaan Keuangan dan Umum","Subbagian Umum"
30102860,"Politeknik Negeri Bengkalis","Jurusan Teknik Mesin",NULL
30102861,"Politeknik Negeri Bengkalis","Jurusan Teknik Elektro",NULL
30102862,"Politeknik Negeri Bengkalis","Jurusan Teknik Sipil",NULL
30102866,"Politeknik Negeri Semarang",NULL,"Unit Penunjang Akademik Bahasa"
30102872,"Politeknik Negeri Malang","Jurusan Teknik Elektro",NULL
30102873,"Politeknik Negeri Malang","Jurusan Teknik Mesin",NULL
30102874,"Politeknik Negeri Malang","Jurusan Teknik Sipil",NULL
30102875,"Politeknik Negeri Malang","Jurusan Teknik Kimia",NULL
30102887,"Politeknik Negeri Subang","Jurusan Teknik Perawatan dan Perbaikan Mesin",NULL
30102889,"Politeknik Negeri Subang","Bagian Umum dan Akademik","Subbagian Akademik dan Kemahasiswaan"
30102890,"Politeknik Negeri Subang",NULL,"UPA Teknologi Informasi dan Komunikasi"
30102891,"Politeknik Negeri Subang",NULL,"UPA Bahasa"
30102892,"Politeknik Negeri Subang","Jurusan Agroindustri",NULL
30102893,"Politeknik Negeri Subang","Jurusan Teknologi Informasi dan Komputer",NULL
30102894,"Politeknik Negeri Cilacap","Bagian Umum dan Akademik","Subbagian Umum"
30102895,"Politeknik Negeri Cilacap","Bagian Umum dan Akademik","Subbagian Akademik dan Kemahasiswaan"
30102896,"Politeknik Negeri Cilacap",NULL,"Unit Penunjang Akademik Teknologi Informasi dan Komunikasi"
30102898,"Politeknik Negeri Cilacap","Jurusan Komputer dan Bisnis",NULL
30102900,"Politeknik Negeri Cilacap","Jurusan Rekayasa Mesin dan Industri Pertanian",NULL
30102902,"Politeknik Negeri Fakfak",NULL,"Unit Penunjang Akademik Perpustakaan"
30102903,"Politeknik Negeri Fakfak",NULL,"Unit Penunjang Akademik Teknologi Informasi dan Komunikasi"
30102905,"Politeknik Negeri Ketapang",NULL,"Unit Penunjang Akademik Perpustakaan"
30102909,"Politeknik Negeri Manado","Jurusan Teknik Sipil",NULL
30102910,"Politeknik Negeri Manado","Jurusan Teknik Elektro",NULL
30102911,"Politeknik Negeri Manado","Jurusan Teknik Mesin",NULL
30102912,"Politeknik Negeri Manado","Jurusan Akuntansi",NULL
30102929,"Politeknik Negeri Ujung Pandang","Jurusan Teknik Elektro",NULL
30102935,"Politeknik Perikanan Negeri Tual","Bagian Keuangan dan Umum","Subbagian Umum"
30102954,"Politeknik Pertanian Negeri Payakumbuh","Jurusan Bisnis Pertanian","Program Studi Pengelolaan Agribisnis"
30102957,"Politeknik Negeri Manado","Bagian Perencanaan Keuangan dan Umum",NULL
30102961,"Politeknik Negeri Ketapang","Jurusan Pertanian dan Bisnis","D4 Teknologi Produksi Tanaman Perkebunan Jurusan Pertanian dan Bisnis"
30102962,"Universitas Jenderal Soedirman","Fakultas Perikanan dan Ilmu Kelautan","Prodi S1 Akuakultur Jurusan 2"
30102962,"Universitas Jenderal Soedirman","Fakultas Perikanan dan Ilmu Kelautan","Prodi S1 Akuakultur Jurusan 7"
30102968,"Politeknik Negeri Balikpapan",NULL,"Unit Penunjang Akademik Perpustakaan"
30102973,"Politeknik Negeri Padang","Jurusan Administrasi Niaga","D4 Logistik Perdagangan Internasional Jurusan Administrasi Niaga"
30102974,"Universitas Negeri Makassar","Fakultas Teknik","Program Studi S1 Pendidikan Teknik Mesin Pendidikan Teknik 2"
30102975,"Politeknik Perikanan Negeri Tual","Jurusan Rekayasa Perikanan dan Kelautan","Program Studi D4 Teknologi Kelautan"
30102976,"Universitas Pembangunan Nasional Veteran" Jakarta"","Fakultas Ekonomi dan Bisnis","Program Studi S-1 7"
30102986,"Politeknik Negeri Media Kreatif","Jurusan Desain Grafis","Program Studi D4 Desain Mode"
30102988,"Politeknik Negeri Indramayu","Jurusan Teknik",NULL
30102989,"Politeknik Negeri Sambas","Jurusan Agrobisnis",NULL
30102990,"Politeknik Negeri Bandung","Jurusan Teknik Konversi Energi","D4 Teknik Konservasi Energi Jurusan Teknik Konversi Energi"
30102993,"Politeknik Negeri Lampung","Jurusan Ekonomi dan Bisnis","Program Studi D3 Perjalanan Wisata"
30102998,"Universitas Pendidikan Ganesha","Fakultas Bahasa dan Seni","Program Studi S1 Pendidikan Seni Rupa Jurusan Seni 2"
30103003,"Politeknik Negeri Sriwijaya","Bagian Keuangan dan Umum","Subbagian Umum Bagian Keuangan dan Umum"
30103011,"Universitas Negeri Makassar","Fakultas Bahasa dan Sastra","Program Studi D4 Bahasa Inggris Jurusan Bahasa 2"
30103013,"Politeknik Negeri Padang","Jurusan Teknologi Informasi","D3 Sistem Informasi (SDKU Kab. Tanah Datar) Jurusan Teknologi Informasi"
30103016,"Politeknik Negeri Banyuwangi",NULL,"Unit Penunjang Akademik Perpustakaan"
30103018,"Politeknik Negeri Padang","Jurusan Teknik Sipil","D3 Teknologi Sipil (PSDKU Tanah Datar) Jurusan Teknik Sipil"
30103021,"Universitas Palangka Raya","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1"
30103022,"Politeknik Perkapalan Negeri Surabaya","Jurusan Teknik Bangunan Kapal","D-IV Teknik Pengelasan"
30103023,"Politeknik Pertanian Negeri Payakumbuh","Jurusan Teknologi Hasil Pertanian",NULL
30103025,"Politeknik Negeri Bandung","Jurusan Administrasi Niaga","D4 Administrasi Bisnis Jurusan Administrasi Niaga"
30103028,"Universitas Manado","Fakultas Matematika Ilmu Pengetahuan Alam dan Kebumian","Prodi. S1 Kimia Jurusan Pendidikan Kimia Fakultas Matematika Ilmu Pengetahuan Alam dan Kebumian"
30103029,"Politeknik Perkapalan Negeri Surabaya","Jurusan Teknik Permesinan Kapal","D-IV Teknik Pengolahan Limbah"
30103031,"Politeknik Negeri Jakarta","Jurusan Teknik Elektro","D4 Broadband Multimedia"
30103034,"Politeknik Negeri Ambon","Jurusan Teknik Elektro",NULL
30103036,"Politeknik Negeri Bandung","Jurusan Teknik Mesin","D4 Teknik Perancangan dan Konstruksi Mesin Jurusan Teknik Mesin"
30103039,"Politeknik Negeri Samarinda","Jurusan Pariwisata","D4 Usaha Perjalanan Wisata Jurusan Pariwisata"
30103042,"Politeknik Negeri Madura",NULL,"Unit Penunjang Akademik Teknologi Informasi dan Komunikasi"
30103047,"Politeknik Negeri Jakarta","Jurusan Teknik Elektro",NULL
30103048,"Politeknik Negeri Semarang","Jurusan Teknik Elektro","Program Studi D3"
30103051,"Politeknik Negeri Madura","Jurusan Teknologi Elektro","D3 Teknik Listrik Industri"
30103054,"Politeknik Negeri Batam","Jurusan Teknik Informatika","D4 Teknologi Rekayasa Perangkat Lunak"
30103056,"Politeknik Negeri Media Kreatif","Jurusan Teknik Grafika","Program Studi D3 Teknik Grafika"
30103057,"Politeknik Elektronika Negeri Surabaya","Jurusan Teknik Informatika dan Komputer",NULL
30103060,"Universitas Pattimura","Fakultas Pertanian Fakultas Pertanian Universitas Pattimura","Prodi S1 Agribisnis Jurusan Sosial Ekonomi 2"
30103062,"Universitas Lampung","Fakultas Pendidikan Ekonomi Jurusan Pendidikan Ilmu Pengetahuan Sosial","Prodi S1 1"
30103072,"Politeknik Negeri Tanah Laut","Jurusan Rekayasa dan Industri","D3 Teknologi Otomotif Jurusan Rekayasa dan Industri"
30103074,"Politeknik Elektronika Negeri Surabaya","Jurusan Teknik Elektro","D4 Teknik Elektronika Jurusan Teknik Elektro"
30103075,"Politeknik Negeri Banyuwangi","Jurusan Pertanian",NULL
30103076,"Politeknik Negeri Bandung","Jurusan Teknik Sipil",NULL
30103077,"Politeknik Negeri Jember","Jurusan Teknik","D4 Teknik Energi Terbarukan Jurusan teknik"
30103078,"Politeknik Negeri Pontianak","Jurusan Akuntansi","D3 Akuntansi"
30103079,"Politeknik Negeri Banyuwangi","Jurusan Teknik Mesin","D4 Teknik Manufaktur Kapal Jurusan Teknik Mesin"
30103083,"Politeknik Perkapalan Negeri Surabaya","Jurusan Teknik Bangunan Kapal","D-IV Teknik Perancangan dan Konstruksi Kapal"
30103084,"Politeknik Negeri Bengkalis","Jurusan Kemaritiman",NULL
30103087,"Politeknik Negeri Ambon","Bagian Keuangan dan Umum",NULL
30103090,"Universitas Pattimura","Fakultas Pendidikan Luar Sekolah Jurusan Ilmu Pendidikan Fakultas Keguruan dan Ilmu Pendidikan Universitas Pattimura","Prodi S1 8"
30103092,"Universitas Pattimura","Fakultas Universitas Pattimura","Prodi S1 Kehutanan Jurusan Kehutanan Fakultas Pertanian 2"
30103095,"Politeknik Pertanian Negeri Samarinda","Bagian Akademik Kemahasiswaan dan Kerja Sama",NULL
30103096,"Politeknik Negeri Ambon","Jurusan Teknik Sipil","Program Studi D-IV Manajemen Proyek Konstruksi Jurusan Teknik Sipil"
30103097,"Universitas Sam Ratulangi","Fakultas Pertanian","Program Studi S1 Ilmu Kehutanan Jurusan Budidaya Pertanian 4"
30103099,"Politeknik Negeri Jakarta","Jurusan Administrasi Niaga","D4 Usaha Jasa Konvensi Perjalanan Insentif dan Pameran /MICE"
30103100,"Politeknik Negeri Padang","Jurusan Teknik Elektro","D4 Teknik Telekomunikasi Jurusan Teknik Elektro"
30103101,NULL,"Fakultas Pertanian","Prodi S1 Agroekoteknologi"
30103102,"Politeknik Negeri Balikpapan","Jurusan Teknik Mesin","D3 Alat Berat Jurusan Teknik Mesin"
30103110,"Politeknik Negeri Sriwijaya","Jurusan Teknik Elektro","D3 Teknik Elektronika Jurusan Teknik Elektro"
30103112,"Politeknik Negeri Jakarta","Jurusan Akuntansi","D3 Keuangan dan Perbankan"
30103114,"Politeknik Manufaktur Negeri Bandung","Jurusan Teknik Manufaktur","D3 Teknologi Manufaktur Jurusan Teknik Manufaktur"
30103115,"Politeknik Negeri Banjarmasin","Jurusan Teknik Elektro","D3 Teknik Listrik"
30103119,"Politeknik Manufaktur Negeri Manufaktur dan Mekatrika","Jurusan Teknik Otomasi Manufaktur dan Mekatronika",NULL
30103126,"Universitas Negeri Makassar","Fakultas Ekonomi","Program Studi S1 Kewirausahaan Jurusan Bisnis dan 10"
30103129,"Politeknik Negeri Jakarta","Jurusan Administrasi Niaga","D3 Administrasi Bisnis"
30103131,"Universitas Mulawarman","Fakultas Perikanan dan Ilmu Kelautan","Prodi S1 Sosial 7"
30103132,"Politeknik Pertanian Negeri Kupang","Jurusan Kehutanan",D3
30103140,"Universitas Manado","Fakultas Bahasa dan Seni","Prodi S1 Pendidikan Seni Rupa 4"
30103148,"Universitas Jambi","Fakultas Prodi S1 Pendidikan Fisika Fakultas Keguruan dan Ilmu Pendidikan","Fakultas Prodi S1 Pendidikan Fisika Fakultas Keguruan dan Ilmu Pendidikan"
30103150,"Politeknik Negeri Jakarta","Jurusan Teknik Elektro","D3 Elektronika Industri"
30103156,"Universitas Lampung","Fakultas Bahasa dan Kebudayaan Lampung Jurusan Pendidikan Bahasa dan Seni","Prodi S2 Pendidikan 2"
30103158,"Universitas Tidar","Fakultas dan Farmasi","Prodi S1 Teknologi Pangan Jurusan Gizi Teknologi Pangan 1"
30103162,"Universitas Mulawarman","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Pendidikan 2"
30103162,"Universitas Mulawarman","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Pendidikan 4"
30103163,"Politeknik Negeri Malang","Jurusan Teknik Elektro","D4 Sistem Kelistrikan Jurusan Teknik Elektro"
30103164,"Universitas Sriwijaya","Fakultas Tumbuhan","Program Studi S1 Proteksi Tanaman Jurusan Hama dan Penyakit 5"
30103173,"Politeknik Negeri Lhokseumawe","Jurusan Bisnis","Program Studi S2-Terapan Keuangan Islam Terapan"
30103174,"Politeknik Negeri Padang","Jurusan Teknologi Informasi","D3 Teknik Komputer Jurusan Teknologi Informasi"
30103175,"Jurusan S1 Pendidikan Luar Biasa Fakultas Ilmu Pendidikan dan Psikologi Universitas Negeri 3","Fakultas Ilmu Pendidikan dan Psikologi","Prodi. S1 Pendidikan Khusus Jurusan Pendidikan Luar Biasa Fakultas Ilmu Pendidikan dan Psikologi"
30103179,"Universitas Singaperbangsa Ilmu Pendidikan","Fakultas Keguruan dan Ilmu Pendidikan","S1 Pendidikan Jasmani Kesehatan dan Rekreasi Fakultas Keguruan dan 1"
30103179,"Universitas Singaperbangsa Ilmu Pendidikan","Fakultas Keguruan dan Ilmu Pendidikan","S1 Pendidikan Jasmani Kesehatan dan Rekreasi Fakultas Keguruan dan 3"
30103184,"Politeknik Negeri Jember","Jurusan Teknologi Informasi","D4 Teknik Informatika PSDKU Kabupaten Nganjuk Jurusan Teknologi Informasi"
30103188,"Institut Seni Indonesia Padang","Fakultas Seni Pertunjukan","Program Studi D4 Tari Minang Jurusan Tari 3"
30103191,"Universitas Pembangunan Nasional Veteran" Jakarta"","Fakultas Ilmu Sosial dan Ilmu Politik","Universitas Pembangunan Program Studi S-2 Ilmu Komunikasi Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik"
30103193,"Universitas Sriwijaya","Fakultas Jurusan Kimia Fakultas Matematika dan Ilmu Pengetahuan Alam","Program Studi S1 Kimia 2"
30103197,"Politeknik Negeri Medan","Jurusan Teknik Mesin","D3 Teknik Konversi Energi"
30103198,"Universitas Malikussaleh","Fakultas Keguruan dan Ilmu Pendidikan","Program Studi S1 24"
30103213,"Universitas Pembangunan Nasional Veteran" Jakarta"","Fakultas Ekonomi dan Bisnis","Program Studi S-1 3"
30103216,"Universitas Bangka Belitung","Fakultas Ekonomi dan Bisnis","Prodi S1 Bisnis Digital Jurusan Bisnis Digital 7"
30103217,"Politeknik Negeri Bali","Jurusan Administrasi Bisnis","D4 Manajemen Bisnis Internasional"
30103218,"Universitas Tidar","Fakultas Bahasa dan Sastra Indonesia Jurusan Pendidikan Bahasa Dan Seni","Prodi S1 Pendidikan 4"
30103221,"Politeknik Negeri Nunukan",NULL,"UPT Perpustakaan"
30103232,"Politeknik Negeri Pontianak","Jurusan Teknik Arsitektur","D3 Arsitektur"
30103237,"Politeknik Negeri Jember","Jurusan Peternakan","D4 Teknologi Pakan Ternak Jurusan Peternakan"
30103238,"Politeknik Elektronika Negeri Multimedia Kreatif","Jurusan Teknologi Multimedia Kreatif",NULL
30103239,"Universitas Manado","Fakultas Ekonomi dan Bisnis","Prodi. S1 Manajeman Jurusan Manajemen 8"
30103241,"Universitas Pembangunan Nasional Veteran" Jakarta"","Fakultas Ilmu Sosial dan Ilmu Politik","Universitas Pembangunan Studi S-1 Ilmu Politik Jurusan Ilmu Politik Fakultas Ilmu Sosial dan Ilmu Politik"
30103245,"Politeknik Negeri Madura","Jurusan Rekayasa Mesin dan Industri","D3 Teknik Mesin Alat Berat Jurusan Teknologi Rekayasa Mesin dan Industri"
30103248,"Universitas Mulawarman","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Pendidikan 2"
30103252,"Politeknik Negeri Semarang","Bagian Perencanaan Keuangan dan Umum","Subbagian Umum"
30103257,"Universitas Pattimura","Fakultas Sains dan Teknologi Universitas Pattimuar","Prodi S1 Biologi Jurusan BIologi Fakultas 1"
30103262,"Universitas Pembangunan Nasional Veteran" Jawa Timur"","Fakultas Ekonomi dan Bisnis","Prodi S2"
30103263,"Politeknik Negeri Ambon","Jurusan Teknik Sipil","Program Studi D-IV Teknik Konstruksi Jalan dan Jembatan Jurusan Teknik Sipil"
30103264,"Universitas Jambi","Fakultas Hukum","Prodi S1 Ilmu Pemerintahan Fakultas 1"
30103269,"Universitas Sriwijaya","Fakultas Publik Jurusan Administrasi Publik Fakultas Ilmu Sosial dan Ilmu Politik","Program Studi S1 Ilmu Administrasi 3"
30103271,"Universitas Negeri Makassar","Fakultas Matematika dan Ilmu Pengetahuan Alam","Program Studi S1 2"
30103271,"Universitas Negeri Makassar","Fakultas Matematika dan Ilmu Pengetahuan Alam","Program Studi S1 6"
30103272,"Universitas Manado","Fakultas Teknik","Prodi S1 Pendidikan Teknik Bangunan Jurusan Pendidikan 2"
30103274,"Universitas Jambi","Fakultas Teknologi","Prodi S1 Teknik Elektro Fakultas Sains dan 22"
30103276,"Politeknik Negeri Lhokseumawe","Jurusan Teknik Kimia","Program Studi D4-Teknologi Rekayasa Kimia Industri"
30103277,"Politeknik Negeri Pontianak","Jurusan Teknik Sipil","D3 Teknik Sipil"
30103279,"Politeknik Negeri Bengkalis","Jurusan Administrasi Niaga","Program Studi D4 Administrasi Bisnis Internasional"
30103283,"Politeknik Negeri Malang","Jurusan Teknologi Informasi",NULL
30103284,"Universitas Lambung Mangkurat","FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN","Prodi S1"
30103286,"Politeknik Negeri Bandung","Jurusan Teknik Elektro","D4 Teknik Otomasi Industri Jurusan Teknik Elektro"
30103291,"Politeknik Negeri Jakarta","Jurusan Teknik Sipil","D4 Teknik Konstruksi Gedung"
30103293,"Politeknik Negeri Padang",NULL,"Unit Penunjang Akademik Teknologi Informasi dan Komunikasi"
30103297,"Universitas Pembangunan Nasional Veteran" Jakarta"","Fakultas Hukum","Program Studi S-2 Hukum Jurusan Hukum Fakultas 2"
30103302,"Politeknik Negeri Subang","Jurusan Agroindustri","D4 Teknologi Produksi Tanaman Pangan"
30103304,"Politeknik Negeri Bali","Jurusan Teknik Sipil","D3 Teknik Sipil"
30103307,"Politeknik Negeri Medan","Jurusan Teknik Komputer dan Informatika","D4 Teknologi Rekayasa Multimedia Grafis"
30103308,"Universitas Palangka Raya","Fakultas Pertanian Kehutanan dan Perikanan","Prodi S1"
30103309,"Universitas Mulawarman","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 2"
30103310,"Politeknik Manufaktur Negeri Bangka Belitung","Jurusan Rekayasa Elektro","D4 Pertanian Presisi"
30103314,"Politeknik Negeri Bandung","Jurusan Administrasi Niaga","D4 Manajemen Pemasaran Jurusan Administrasi Niaga"
30103315,"Politeknik Negeri Semarang","Jurusan Teknik Mesin","Program Studi D4"
30103318,"Politeknik Negeri Jember","Jurusan Teknologi Pertanian","D4 Teknologi Rekayasa Pangan Jurusan Teknologi Pertanian"
30103319,"Politeknik Negeri Banyuwangi","Jurusan Bisnis dan Informatika","D4 Bisnis Digital Jurusan Teknik Informatika"
30103320,"Politeknik Negeri Sriwijaya","Jurusan Teknik Elektro","D4 Teknik Elektro Jurusan Teknik Elektro"
30103322,"Politeknik Negeri Sriwijaya","Jurusan Teknik Komputer","D4 Teknologi Informatika Multimedia Digital Jurusan Teknik Komputer"
30103323,"Universitas Sriwijaya","Fakultas Fakultas Kesehatan Masyarakat","Program Studi S1 Kesehatan LIngkungan 3"
30103328,"Politeknik Negeri Ujung Pandang","Jurusan Teknik Sipil","S2 Terapan Rekayasa Perawatan dan Restorasi Jembatan"
30103329,"Politeknik Manufaktur Negeri Manufaktur dan Mekatronika","Jurusan Teknik Otomasi Manufaktur dan Mekatronika",NULL
30103333,"Universitas Manado","Fakultas Ilmu Keolahragaan dan Kesehatan Masyarakat","Prodi. S1 Ilmu Kesehatan Masyarakat Jurusan ilmu Keolahragaan Fakultas Ilmu Keolahragaan dan Kesehatan Masyarakat"
30103335,"Universitas Mulawarman","Fakultas Matematika dan Ilmu Pengetahuan Alam","Prodi S1 Biologi 3"
30103337,"Universitas Pembangunan Nasional Veteran" Yogyakarta"","Fakultas Teknologi Mineral dan Energi","Universitas Pembangunan Program Studi S2 Teknik Geologi Jurusan Teknik Geologi"
30103338,"Politeknik Pertanian Negeri Samarinda","Bagian Perencanaan Keuangan dan Umum",NULL
30103342,"Politeknik Negeri Sriwijaya",NULL,"Unit Penunjang Akademik Bahasa"
30103348,"Universitas Pendidikan Ganesha","Fakultas Ilmu Pendidikan","Program Studi S1 Pendidikan Guru Sekolah Dasar 8"
30103349,"Politeknik Negeri Cilacap","Jurusan Rekayasa Mesin dan Industri Pertanian","Program Studi Teknologi Rekayasa Energi Terbarukan"
30103351,"Politeknik Pertanian Negeri Pangkajene Kepulauan","Jurusan Bisnis",NULL
30103354,"Politeknik Negeri Ujung Pandang","Jurusan Teknik Mesin","D4 Teknik Manufaktur"
30103358,"Institut Seni Budaya Indonesia","Fakultas Seni Pertunjukan","Prodi S1 Seni Karawitan Jurusan Seni 4"
30103362,"Politeknik Negeri Bali","Jurusan Teknik Sipil","D2 Fondasi Beton Dan Pengaspalan Jalan"
30103363,"Universitas Borneo Tarakan","Fakultas Perikanan dan Ilmu Kelautan","Program Studi S1 Akuakultur 2"
30103363,"Universitas Borneo Tarakan","Fakultas Perikanan dan Ilmu Kelautan","Program Studi S1 Akuakultur 3"
30103368,"Politeknik Negeri Samarinda","Jurusan Kemaritiman","D3 Ketatalaksanaan Pelayaran Niaga dan Kepelabuahan Jurusan Kemaritiman"
30103369,"Politeknik Pertanian Negeri Teknologi Produksi Pertanian","Jurusan Teknologi Produksi Pertanian",NULL
30103371,"Politeknik Pertanian Negeri Samarinda","Jurusan Rekayasa dan Komputer","D3 Teknologi Geomatika Jurusan Rekayasa dan Komputer"
30103375,"Politeknik Negeri Bandung","Jurusan Administrasi Niaga","D3 Usaha Perjalanan Wisata Jurusan Administrasi Niaga"
30103378,"Politeknik Negeri Media Kreatif","Jurusan Desain Grafis","Program Studi D3 Desain Grafis Kampus Makassar"
30103380,"Politeknik Negeri Malang","Jurusan Teknik Kimia","D3 Teknik Kimia Jurusan Teknik Kimia"
30103384,"Universitas Cenderawasih","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 3"
30103387,"Politeknik Negeri Lampung","Jurusan Budidaya Tanaman Perkebunan","Program Studi D3 Produksi Tanaman Perkebunan Jurusan Budidaya Tanaman Perkebunan"
30103388,"Politeknik Negeri Balikpapan","Jurusan Pariwisata","D3 Tata Boga Jurusan Pariwisata"
30103390,"Politeknik Negeri Media Kreatif","Bagian Akademik Kemahasiswaan dan Kerja Sama","Subbagian Akademik"
30103391,"Universitas Lampung","Fakultas Komunikasi","Prodi S1 Ilmu Komunikasi Jurusan Ilmu 3"
30103392,"Politeknik Perkapalan Negeri Surabaya","Jurusan Teknik Bangunan Kapal",NULL
30103397,"Universitas Sultan Ageng","Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan S1 4"
30103400,"Universitas Riau","Fakultas Kesehatan dan Rekreasi Jurusan Pendidikan Olahraga","Prodi S1 Pendidikan Jasmani 1"
30103407,"Universitas Jambi","Fakultas Masyarakat Fakultas Kedokteran dan Ilmu Kesehatan","Prodi S1 Ilmu Kesehatan 3"
30103408,"Universitas Riau","Fakultas Jurusan Matematika","Prodi S1 Matematika 5"
30103409,"Politeknik Negeri Media Kreatif","Jurusan Teknik Grafika",NULL
30103414,"Politeknik Negeri Indramayu","Jurusan Kesehatan","D3 Keperawatan"
30103416,"Universitas Palangka Raya","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1"
30103419,"Universitas Lampung","Fakultas Prodi S1 Pendidikan Biologi Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam","Fakultas Prodi S1 Pendidikan Biologi Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam"
30103420,"Universitas Lampung","Fakultas Pendidikan Ilmu Pengetahuan Sosial Jurusan Pendidikan Ilmu Pengetahuan Sosial","Prodi S2 1"
30103423,"Politeknik Negeri Media Kreatif","Jurusan Penerbitan",NULL
30103425,"Politeknik Pertanian Negeri Payakumbuh","Jurusan Budidaya Tanaman","Program Studi Budidaya Tanaman Hortikultura"
30103428,"Politeknik Elektronika Negeri dan Komputer","Jurusan Teknik Informatika dan Komputer",NULL
30103431,"Universitas Palangka Raya","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1"
30103432,"Politeknik Negeri Bengkalis","Jurusan Teknik Sipil","Program Studi D4 Teknik Perancangan Jalan dan Jembatan"
30103434,"Universitas Lambung Mangkurat","FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN","UNIVERSITAS LAMBUNG Prodi S1"
30103435,"Universitas Tanjungpura","Fakultas Teknik","Prodi S1 Teknik Perencanaan Wilayah dan Kota 2"
30103437,"Politeknik Negeri Pontianak","Jurusan Teknik Mesin","D3 Teknik Mesin"
30103442,"Politeknik Negeri Manado","Jurusan Teknik Mesin","D4 Teknologi Rekayasa Mekatronika Jurusan Teknik Mesin"
30103445,"Politeknik Negeri Lampung","Jurusan Peternakan","Program Studi D3 Budidaya Perikanan"
30103447,"Politeknik Elektronika Negeri Surabaya","Jurusan Teknik Elektro","D4 Teknik Telekomunikasi Jurusan Teknik Elektro"
